Fiscal Year,Source File Date,Source File,Facility Name,City,State,AOR,Type Detailed,Avg Length of Stay (days),Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,Total Detained Population,Last Inspection Type,Last Inspection End Date,Last Inspection Standard,Last Final Rating
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,2,6,6,0,1,13,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,2,8,10,0,2,20,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,5,11,20,1,3,35,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,5,13,25,1,3,42,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,5,14,27,1,3,45,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,5,17,33,1,4,55,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,DAL,IGSA,6,19,37,1,4,61,ODO,2024-09-19,NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,180,67,3,2,0,72,ODO,2024-07-18,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,180,67,3,2,1,73,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,180,72,3,2,1,78,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,180,72,4,2,1,79,ODO,2025-01-16,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,180,72,4,2,1,79,ODO,2025-01-16,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,67,71,6,3,1,81,ODO,2025-01-16,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,60,70,7,3,2,82,ODO,2025-01-16,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,51,67,9,4,2,82,ODO,2025-01-16,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,50,66,10,4,3,83,ODO,2025-01-16,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,CLINTON COUNTY CORRECTIONAL FACILITY,MCELHATTAN,PA,PHI,USMS IGA,47,66,11,4,3,84,ODO,2025-01-16,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,ClINTON COUNTY CORRECTIONAL ,MCELHATTAN,PA,PHI,USMS IGA,180,70,3,2,1,76,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,ERIE COUNTY JAIL,ERIE,PA,PHI,USMS IGA,4,0,2,0,0,2,ORSA,2024-03-20,ORSA NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,ERIE COUNTY JAIL,ERIE,PA,PHI,USMS IGA,4,1,3,0,0,4,ORSA,2024-03-20,ORSA NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,ERIE COUNTY JAIL,ERIE,PA,PHI,USMS IGA,7,2,6,0,0,8,ORSA,2024-03-20,ORSA NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,ERIE COUNTY JAIL,ERIE,PA,PHI,USMS IGA,8,2,8,0,0,10,ORSA,2024-03-20,ORSA NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,ERIE COUNTY JAIL,ERIE,PA,PHI,USMS IGA,8,2,9,0,0,11,ORSA,2024-03-20,ORSA NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,ERIE COUNTY JAIL,ERIE,PA,PHI,USMS IGA,8,2,10,0,0,12,ORSA,2025-05-12,ORSA,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,ERIE COUNTY JAIL,ERIE,PA,PHI,USMS IGA,9,2,11,0,0,13,ORSA,2025-05-12,ORSA NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,FDC PHILADELPHIA,PHILADELPHIA,PA,PHI,BOP,9,19,19,0,0,38,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,FDC PHILADELPHIA,PHILADELPHIA,PA,PHI,BOP,9,21,24,0,0,45,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,FDC PHILADELPHIA,PHILADELPHIA,PA,PHI,BOP,9,22,32,0,0,54,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,FDC PHILADELPHIA,PHILADELPHIA,PA,PHI,BOP,10,22,37,0,0,59,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,FDC PHILADELPHIA,PHILADELPHIA,PA,PHI,BOP,10,22,40,0,0,62,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,128,663,465,24,24,1176,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,128,675,455,24,24,1178,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,128,676,448,25,23,1172,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,128,698,461,26,22,1207,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,128,706,492,26,22,1246,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,128,707,508,26,22,1263,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,69,712,540,26,23,1301,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,65,709,562,26,23,1320,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,62,703,611,26,22,1362,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,60,699,637,26,22,1384,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,PHI,DIGSA,60,693,663,25,23,1404,ODO,2025-03-06,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,52,110,0,0,162,ODO,2024-08-29,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,56,115,0,0,171,ODO,2024-08-29,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,59,119,0,0,178,ODO,2024-08-29,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,62,120,0,0,182,ODO,2024-08-29,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,64,118,0,0,182,ODO,2025-02-27,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,31,65,117,0,0,182,ODO,2025-02-27,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,45,68,115,0,0,183,ODO,2025-02-27,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,43,70,115,0,0,185,ODO,2025-02-27,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,43,73,115,0,0,188,ODO,2025-02-27,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,43,74,115,0,0,189,ODO,2025-02-27,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,PIKE COUNTY JAIL,LORDS VALLEY,PA,PHI,IGSA,44,75,117,0,0,192,ODO,2025-02-27,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,4,2,1,0,7,ORSA,2024-03-27,,
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,4,2,0,0,6,ORSA,,ORSA NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,3,2,0,0,5,,2024-03-27,ORSA NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,MIA,BOP,8,3,2,0,0,5,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,2,0,7,0,1,8,ORSA,2024-03-27,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,2,0,3,0,1,4,,,,
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,2,0,2,0,0,2,,,,
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,2,1,4,0,1,6,,,,
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,2,1,5,0,1,7,,,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,3,1,6,0,1,8,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,3,2,7,0,1,10,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,5,3,8,0,1,12,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,SAN JUAN STAGING,GUAYNABO,PR,MIA,STAGING,5,4,9,0,1,14,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,68,37,71,2,2,112,ODO,2024-09-19,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,68,43,64,2,2,111,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,68,51,57,2,2,112,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,68,57,50,2,2,111,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,68,58,50,1,2,111,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,68,58,50,2,2,112,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,48,58,50,2,2,112,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,43,56,52,2,2,112,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,41,53,55,2,2,112,ODO,2024-03-28,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,40,52,56,2,2,112,ODO,2024-09-19,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,WYATT DETENTION CENTER,CENTRAL FALLS,RI,BOS,USMS IGA,41,51,57,2,2,112,ODO,2024-09-19,NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,1,1,0,0,2,ODO,2024-08-08,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,1,1,0,0,2,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,2,1,0,0,3,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,2,1,0,0,3,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,2,2,0,0,4,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,2,2,0,0,4,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,2,2,0,1,5,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,2,2,0,1,5,ODO,2024-08-08,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,2,2,0,1,5,ODO,2025-08-07,NDS 2019,Pending Final Report
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,LEXINGTON COUNTY JAIL,LEXINGTON,SC,ATL,USMS IGA,2,2,2,0,1,5,ODO,2025-08-07,FPBDS,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,MINNEHAHA COUNTY JAIL,SIOUX FALLS,SD,SPM,USMS IGA,2,0,1,0,0,1,ORSA,2024-12-06,ORSA NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,MINNEHAHA COUNTY JAIL,SIOUX FALLS,SD,SPM,USMS IGA,2,0,1,0,0,1,ORSA,2024-12-06,ORSA ,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,MINNEHAHA COUNTY JAIL,SIOUX FALLS,SD,SPM,USMS IGA,3,1,2,0,0,3,ORSA,2024-12-06,ORSA NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),RAPID CITY,SD,SPM,USMS IGA,4,0,1,0,0,1,ORSA,2024-03-08,ORSA NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),RAPID CITY,SD,SPM,USMS IGA,5,0,1,0,0,1,ORSA,2024-03-08,ORSA NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),RAPID CITY,SD,SPM,USMS IGA,5,1,1,0,0,2,ORSA,2024-03-08,ORSA NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),RAPID CITY,SD,SPM,USMS IGA,6,1,2,0,0,3,ORSA,2022-01-20,ORSA NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),RAPID CITY,SD,SPM,USMS IGA,7,1,2,0,0,3,ORSA,,ORSA ,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),RAPID CITY,SD,SPM,USMS IGA,7,1,2,0,0,3,ORSA,,ORSA NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,2,1,0,0,3,ODO,2024-09-24,NDS 2019,Pending FInal Report
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,4,2,0,0,6,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,4,2,0,0,6,ORSA,2024-09-26,ORSA NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,5,3,0,0,8,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,6,4,0,0,10,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,2,7,6,0,1,14,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,3,10,9,1,1,21,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,3,11,10,1,1,23,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,4,13,12,1,1,27,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,NOL,USMS IGA,4,14,14,1,2,31,ODO,2024-09-26,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,PUTNAM COUNTY SHERIFF,COOKEVILLE,TN,NOL,USMS IGA,2,1,1,0,0,2,,,FPBDS,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,PUTNAM COUNTY SHERIFF,COOKEVILLE,TN,NOL,USMS IGA,2,1,1,0,0,2,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,PUTNAM COUNTY SHERIFF,COOKEVILLE,TN,NOL,USMS IGA,2,2,2,0,0,4,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,PUTNAM COUNTY SHERIFF,COOKEVILLE,TN,NOL,USMS IGA,2,3,2,0,0,5,,2025-04-07,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,PUTNAM COUNTY SHERIFF,COOKEVILLE,TN,NOL,USMS IGA,2,3,3,0,0,6,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,56,361,408,8,28,805,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,56,338,374,8,39,759,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,56,328,370,8,41,747,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pending Final Report
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,56,332,381,8,49,770,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,56,341,417,10,54,822,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,56,344,435,11,56,846,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,36,343,479,13,59,894,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,32,342,504,14,58,918,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,29,344,532,15,60,951,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,28,346,544,14,60,964,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,BLUEBONNET DETENTION FACILITY,ANSON,TX,DAL,DIGSA,27,349,550,13,60,972,ODO,2024-12-12,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,BROOKS COUNTY DETENTION CENTER,FALFURRIAS,TX,HLG,USMS IGA,2,0,1,0,0,1,,2025-04-04,OASIP ,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,1,1,1,0,0,2,ODO,2024-02-08,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,1,1,1,0,0,2,ODO,2024-02-08,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,1,1,1,0,0,2,ODO,2024-02-08,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,1,1,1,0,0,2,ODO,2025-02-06,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,1,1,2,0,0,3,ODO,2025-02-06,NDS 2019,Pending Final Report
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,1,2,3,0,0,5,ODO,2025-02-06,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,3,5,12,0,2,19,ODO,2025-02-06,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,3,5,11,0,2,18,ODO,2025-02-06,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,3,6,15,0,2,23,ODO,2025-02-06,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,COASTAL BEND DETENTION FACILITY,ROBSTOWN,TX,HLG,USMS IGA,4,7,21,1,3,32,ODO,2025-02-06,NDS 2019,Pass
