Fiscal Year,Source File Date,Source File,Sheet Used,Release Reason,Criminality,Month,Count,IsSheetTotal,Level,ParentReason
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Apr,292,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Apr,96,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Apr,73,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Apr,25,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Apr,29,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Apr,19,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Apr,5,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Apr,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Apr,2,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Apr,2,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,May,26798,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,May,2438,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,May,457,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,May,899,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,May,1082,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,May,89,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,May,17,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,May,35,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,May,37,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,May,2349,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,May,440,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,May,864,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,May,1045,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,May,142,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,May,18,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,May,40,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,May,84,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,May,136,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,May,12,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,May,17,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,May,107,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,May,38,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,May,0,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,May,2,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,May,36,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,May,84,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,May,38,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,May,23,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,May,23,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,May,22520,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,May,10478,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,May,5934,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,May,6108,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,May,159,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,May,53,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,May,18,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,May,88,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,May,1071,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,May,700,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,May,292,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,May,79,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,May,205,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,May,86,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,May,47,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,May,72,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,May,5,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,May,2,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,May,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,May,3,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Jun,29387,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Jun,2479,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Jun,473,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Jun,798,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Jun,1208,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Jun,91,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Jun,18,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Jun,33,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Jun,40,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Jun,2388,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Jun,455,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Jun,765,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Jun,1168,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Jun,148,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Jun,19,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Jun,27,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Jun,102,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Jun,83,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Jun,27,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Jun,12,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Jun,44,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Jun,67,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Jun,1,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Jun,7,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Jun,59,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Jun,111,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Jun,47,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Jun,24,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Jun,40,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Jun,24887,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Jun,10125,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Jun,6565,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Jun,8197,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Jun,201,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Jun,52,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Jun,26,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Jun,123,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Jun,930,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Jun,546,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Jun,301,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Jun,83,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Jun,471,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Jun,181,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Jun,114,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Jun,176,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Jun,10,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Jun,3,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Jun,4,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Jun,3,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Jul,30729,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Jul,2051,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Jul,350,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Jul,596,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Jul,1105,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Jul,113,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Jul,26,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Jul,31,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Jul,56,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Jul,1938,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Jul,324,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Jul,565,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Jul,1049,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Jul,277,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Jul,16,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Jul,22,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Jul,239,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Jul,143,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Jul,22,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Jul,25,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Jul,96,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Jul,81,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Jul,4,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Jul,1,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Jul,76,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Jul,92,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Jul,45,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Jul,17,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Jul,30,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Jul,26697,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Jul,9773,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Jul,7183,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Jul,9741,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Jul,237,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Jul,51,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Jul,35,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Jul,151,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Jul,837,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Jul,518,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Jul,241,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Jul,78,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Jul,307,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Jul,86,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Jul,68,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Jul,153,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Jul,7,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Jul,2,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Jul,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Jul,4,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Aug,32395,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Aug,899,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Aug,144,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Aug,256,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Aug,499,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Aug,62,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Aug,18,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Aug,10,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Aug,34,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Aug,837,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Aug,126,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Aug,246,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Aug,465,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Aug,219,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Aug,18,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Aug,25,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Aug,176,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Aug,107,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Aug,35,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Aug,17,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Aug,55,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Aug,157,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Aug,1,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Aug,7,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Aug,149,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Aug,118,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Aug,52,False,Criminality Detail,Proceedings Terminated
